title,content,vote,comment
 경영 6전공 , 하 레알... 급 후회중이다... , 1 , 10 
 우리도 1학기 전부 싸강 할거같다.. , 솔직히 코로나 최소 5월달까지는 지속되고 5월 중순이면 줄어들거 같다.. 아마 4월 8~10일쯤되면 1학기 전부 싸강한다고 공지 뜰듯. 애초에  , 1 , 12 
 n 번방 사건에대해 , 꼭 관심 가져야만함? 뭔가  그냥 무관심인 사람보고 지적하면서 관심가지라 하는게 뭐랄까 강권같음 난 걍 아니 솔직히 뭐 다른 글들 보니까 너가  , 1 , 13 
 N번방 우연히 못들어가? , ~일단 나는 기사보고 N번방 첨 알았음~ 초대링크+암호를 지인에게 박사몰래 공유한다든가 하는게 불가능한가? 진짜몰라서물어봄 물론 미입금자는 강퇴 , 0 , 18 
 청강신청 사이버캠퍼스에서 하면 끝이야? , 메일로 허락받고 사이버캠퍼스에서 청강신청 했는데 아직 승인이 안떴어ㅠ 토요일에 신청했는데...ㅠㅠ 기다리면 될까? 혹시 내가 뭐 빼먹은게 있을까 , 0 , 4 
 경제학원론 1 교재 - 맨큐의 경제학 관련 , 이번에 경제학원론1 듣는데 교수님께서 맨큐의 경제학을 꼭 사시라고 하시던데 꼭 8판이어야만 해??  혹시 8판이 다른 6판 7판이랑도 큰 차이가 , 0 , 1 
 N번방 남녀 대립 구도로 몰아가지좀 마라 , 그냥 범죄다. 남자인데도 아픔에 충분히 동조하고 가해자를 비판하는 사람들이 주위에 더 많다. 남자들이라고 다 공감 못해줄 것 같아? 그리고 여자 , 1 , 5 
 경2 정국모교수님 해석좀.. , 과제라는데 뭔 소린지 모르겠음 , 1 , 5 
 사이버캠퍼스 나만 서버 터졌냐 , 앙? , 0 , 3 
 오랜만에 싸강좀들을려고했더니 , 사캠터지네  신난다 , 1 , 1 
 싸강 , 성대 1학기 올 싸강인데 우리는 어케 될까??ㅜㅜ , 0 , 3 
 동서고전 세미나 원래 이렇게재미없냐.. , 장자 사상진짜 1도 관심없는데 졸업하려면 들어야해서 들었는데 진짜 진심으로 너무 재밍없다..어떠케하면 좀 지밌어질까 , 0 , 8 
 안녕하세요 고양이빌런입니다. , 냐옹 늦어서 죄송합니다 , 6 , 0 
 일화실 , 일화실 족보 있으신 분 있을까요? 혹시? , 0 , 6 
 종세문 최용운 교수님 , 과제로 출석 체크하시는 거야? , 0 , 0 
 빅데이터 김진화교수님 들으시는분? , 과제 뭐 어떻게 내라는거임..?그냥 피피티만 첨부되어있는데 , 0 , 0 
 페미들 공감 운운하는게 웃긴 점 , 그들은 남자에게 여자에 대한 공감을 요구하지만 결코 자신들은 남자들에게 공감해보려고 시도해본적이 없다...사실 누구보다 공감이란 행위를 할 줄  , 3 , 2 
 내 맛대로 정리한 크띵 3번째 수업 , - 수업 들으면서 바로 타이핑 한거라 정리가 안되어있음. - 그냥 피피티 순서대로 정리함 - 읽고 이해한거 맞는지 좀 도와주세요 ㅜ 크띵 2주차 , 7 , 20 
 몰카 단속에도 불구하고 적발건수 0건이라고 비꼬는 애들아 , 적발건수가 0건이라고 여성들이 느끼는 두려움을 정신병이라 매도하고 비꼬는 애들아 그때 적발건수가 0건이라 해서 현실에 존재하는 몰카범죄가 없는건 , 3 , 41 
 교재들 pdf 뜨러 가야지 룰루 , 대학수학 회계원리 룰루 , 0 , 2 
" 17년도엔 돌려보고 비웃고 소장, 20년도엔 분노? ", https://www.facebook.com/374726359324617/posts/1550379011759340/?d=n 여기 들어가서 댓글  , 27 , 34 
 너 정도면 예쁘지 결국 어케됨? , 갠적으로 과도한 징계내린 학생회가 징계 처먹었길 바람 , 0 , 5 
 줌 화면 고정 , 어떻게하는지 알려줄 착한사람? , 0 , 2 
 옥주현 엔번방 올렸는데 , 엔번방도 엔번방인데 할로윈 때 유관순 코스프레 한 애랑 놀면서 사진에 대해 “한 잔 걸치시고 블랙베리(스마트폰) 쓰는 유관순 조상님”이라 쓰고  , 0 , 6 
 마이크 꺼라 , 줘팬다 진짜루.. , 0 , 5 
 라온제나 , 라온제나 동아리는 공연 때 빼고는 트로트만 하나요?? , 0 , 3 
 인지심 과제 ," visual illusion 예시 조사하고 이론으로 설명하라는데 그 이론이란게 게슈탈트 이론,prototype theory이런걸로 설명하라는 건 ", 0 , 1 
 경통 중국인 줌켜놓고 오지게 떠드네 ㅋㅋㅋㅋㅋㅋ , ㅋㅋㅋㅋㅋㅋㅋ , 0 , 2 
 아랍어 퀴즈 먼데ㅠㅠ , 시간 10분이라 머검색해도 안나오길래 그냥 냈음.. 두개는 아는거라서 그나마 다행ㅋㅋ , 0 , 1 
 아랍어 마쓸 뜻 뭔지 아시는분... , 알려주세요ㅠ , 0 , 5 
 싸강 과제 , 코로나인해 싸강 실시하는게 우리 잘 못한거아냐~  왜 과제 퀴즈 많이 시켜 왜~~~ , 3 , 0 
 이상심리학 pdf 파일 , 이상심리학 교재 pdf 파일 있으신 분? , 0 , 0 
 인지심리학 pdf 파일 , 인지심리학 교재 pdf 파일 있으신 분? , 0 , 0 
 남녀갈등 볼때마다 가끔 이런 생각 든다 , 에타도 그렇고 지금 많은 커뮤니티 글들이 아주 난장판인데 성별 혐오가 대중이 예민하게 반응하는 문제잖아 내 생각에 그것 만큼 사람들 눈멀게 하기 , 4 , 3 
 독언문 절평임? , 이번부터 절평 시작임??? , 0 , 1 
 에타지운다 , 이떡밥이랑 편가르기 끝나면다시옴 ㅃㅇ , 0 , 2 
 현대 사회와 여성 , 현대 사회와 여성수업 혹시 실시간 강의인가요? , 0 , 2 
 서양미술의 역사 , 나만 동영상 안틀어지냐 ㅜ , 0 , 0 
 과제 좀 그만 줘 , 제에발 , 1 , 2 
 우리나라 페미들 남자로 , 다 바꾸면 징병제 사라졌겠다 ㅋㅋㅋ  ㄲㅂ , 1 , 14 
 로욜라도서관 대출가능이라는데 , 그럼 열람실말고 그 책있는 곳? 이라고 해야하나 여튼 거기서는 공부 가능인거야..? , 0 , 1 
 요리하기vs설거지하기 , 룸메랑 정하기로함 설거지걱정없이 요리하고 밥먹기vs요리걱정없이 밥먹고 설거지하기 , 0 , 8 
 마블 세계관 , 마블 세계관이나 정보나 tmi 같은거 올려주는 계정이나 블로그나 그런거 아는 사람 있을까? 유튜브는 말고ㅠㅠ , 0 , 3 
 한 번만 더 부탁할게.. , 이런 짤이였는데.. 따다단 딴딴 따다다 따라라라↗? 따다단 딴딴 따다다 따라라라↘? 이런 노래였구 좀 경쾌한 느낌이었어.. 이 다음에 같은 멜로디에 , 0 , 10 
 노래랑 짤 좀 찾아줘 , 너무 궁금해서 유튜브 다 뒤지는 중인데 안나와ㅠㅠㅠ 짤 같은게 있었는데 어떤 흑인? 남자가 좀 우스꽝스럽게 트레이닝복 입구 어깨랑 팔 막 ㄱ자로 , 0 , 2 
 일물 번역판이랑 원서 문제 같나요? , 문제에 숫자 조금 바뀔 수 있다고 하는데 진짜인가요? , 0 , 2 
 드는 생각이 ," 일단 n번방 사건은 여성혐오 범행이라는 관점 이전에,  성착취와 협박이라는 관점에서 먼저 다뤄져야한다고 생각해.  젠더갈등을 조장할만한 단어선택 ", 5 , 0 
 마이티 , 마이티 일주일에 한번 정기모임 하는 요일이 내가 참여 못하는 요일이면 못하는거겠지ㅠㅠ , 0 , 1 
 외국밴드음악 추천 좀 해주세여~ , 제목이 곧 내용ㅎㅎ , 0 , 10 
 연대를 하기 전에 , 아니 근데 나 진짜...좀 질문하고 싶은 거 있음 아까 인기글인가 막 다 같이 연대하자며 남혐은 나쁜거라고 아 물론 나쁘지 근데 남자혐오까진 아 , 4 , 72 
 서담처럼 익1 익2시스템도입시급 , 누가 누군지 1도모르겠네 , 2 , 4 
 n번방 사건으로 에타 활활타는거 솔직히 , 페미고 한남이고 26만이고 나발이고 존나 재밌음 역시 세상에서 제일 재밌는건 싸움구경임. , 1 , 7 
 그냥 내 생각 , 나는 내가 일부 남자들때문에 모든 남자 하나하나를 검열하면서 살고 싶지 않아. 그건 너무 피곤한 일이거든... 그냥 당연히 하면 안 되는 일을  , 7 , 5 
 그래 페미 백번 이해한다고 쳐 , 근데 밤길 무섭다는건 뭐 어떡해 하라는거니.. 해법이 있으면 진작 하지 않았을까? , 0 , 16 
 자꾸 페미 페미해서 하는 말인데 , 페미는 양성평등울 지지하는거라고 배웠고 그래서 페미는 범죄가 아니야. 하지만 한남이라는 단어를 쓰는 순간부터 페미가 아니라고 생각해. 양성평등을 , 2 , 13 
 &lt;서강학보 펜펜사 주제 변경에 대하여&gt; , 안녕하세요 자주 언론의 기수 서강학보사입니다. 며칠 전 저희가 학내 커뮤니티를 통해 3월 30일에 발행될 701호 ‘펜과 펜 사이’ 코너에 실릴 , 4 , 0 
 신학적 인간학 , 무신론자들은 신학적 인간학 과제 어떤 내용으로 작성하냐. 난 교수님 의견에 비판적인 생각밖에 안나.. , 0 , 3 
 근데 완전 성평등이 가능한가? , 성별 생각 안하고 평등하게 대해줬으면 좋겠다고 해서 막상 남자 대하듯이 대해주면 배려를 해줘야한다고 성별을 다시 봐달래. 이중성 뭐냐; 어이가  , 0 , 22 
 과제 왤케 많지 , 인생ㅋㅋㅋㅋ , 0 , 3 
 연기된 여름방학 시작일이 6/22일이야? , ????? , 1 , 8 
 맨박스가 뭐임? , 다른 글 댓글에 있길래 궁금함 사람이 박스에 들어감?? , 0 , 7 
 여자들이 느끼는 실제 불안감과 피해에 대해서 , 얘기하면 남자들은 ~~~하니까 입다물어 이딴식의 논의가 무슨 도움이 되지? 그냥 각각 성별이 받는 피해가 뭔지 인식하고 어떻게 해결하면 좋은지를 , 6 , 6 
 n번방 사건을 보면서 , 확실히 아직까지 우리사회는 여성상대로한 범죄나 사회문제가 많음 그거에 대해서는 확실하게 해결방안이 필요하다고 생각함 남성이 겪는 문제는 여성이  , 2 , 10 
 n번방 사건에 대해서. ," 내가 진짜 걱정하는건 이번 사건으로 잡혀들어갈 새끼들이 몇년후에,혹은 몇십년후에 사람들의 기억에서 잊혀져서 대충 형기 감형되고 조기석방되서 나와 ", 6 , 2 
 페미는 성평등지향자인데 왜 욕이 됐지 , 메갈이랑 헷갈리나보네  페미 아니란 소리는 남성 또는 여성 또는 소수성별 우월주의라는건데 , 4 , 25 
 이거 한번이라도 경험해본적있어? , 남자들아? , 0 , 60 
 코로나 확진자 8천명 때문에 마스크 쓰잖아 , 혹시나 있을지도 모르는 은행 강도 때문에 은행에 경찰 배치하잖아 우리 집 앞 외진 골목에 치안을 위해 CCTV 설치하는 거 당연하게 생각하잖아  , 7 , 44 
 동아리추천 , 친목위주 동아리 추천좀 , 0 , 4 
 ㄷㄷ , ㄷㄷㄷㄷㄷㄷ , 0 , 3 
 '나는 아니야' 말고 '청원하자'가 나와야하는 시점이잖아 , 아무도 너한테 멀쩡한 남성들 대변하라고 안했으니까 억울하다며 바득바득 할 시간에 너도 분노해 그럼 돼 보지 않은걸 자랑스럽게 여기는건 피해자에게 , 7 , 14 
 페미들 스파이짓 오지네ㅋㅌㅌㅌ , ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ , 0 , 4 
 혹시 떨고있는 N번방 접속자 있냐? , 해결방법은 간단하다 , 26 , 10 
 국정원 인턴 및 공채 스터디할사람 , 구해봄니다 niat위주로 할 예정 , 0 , 2 
 형들..패린이 바지 무슨 색 사야해? ," 지금 상의가  검정니트 갈색니트 민트맨투맨 네이비 맨투맨 이렇게 있고,  바지가 베이지 치노랑 보풀뿜뿜하는 검은슬랙스 하나 이렇게 있음 슬랙스  ", 0 , 4 
 n번방 사건 터진 이후 내가 한 행동 , 1. 어제 청원 있는 거 싹 다(5개인가 6개) 참여 완료 2. 어제 인스타 스토리로 청원글 공유 3. 오늘 뉴스에서 신상공개된거 보고 부모님이 , 0 , 13 
 여자들은 여기서 뭘 더 바라는거냐 , 충분하지 않나? 대체 뭐가 부족하길래 과격해지는겨 , 2 , 27 
 빨리 26만명 신상 다 나오면 좋겠다 , 팝콘 먹으면서 즐겨야지 , 0 , 10 
 밑에 한남 소리 무시하라는 글에 , 반박하거니 비꼬는 댓글쓴이들은 현실에서 다 한남거려?? 궁금해서 , 0 , 3 
 테라 불매한다 , 진로도 , 9 , 3 
 허밋 어떤가요 ? , 허밋 하구싶은데 고민이에요 ㅜ ㅜ , 0 , 2 
 본 사람 있으면 , 운영자랑 같이 고통스럽게 죽어라 , 8 , 4 
 과연 25세 조주빈의 인생은 끝났을까? , 미성년에게 고문을 자행하도록 하고 말도 안되는 성적 영상을 보내지 않으면 신상을 털겠다는 협박을 일삼던 조주빈의 인생은 낭떠러지에 있을까? 같은 , 59 , 5 
 한남 소리를 듣는 우리 ," 아무것도 안했는데 한남충 소리 듣는게 기분나쁘긴한데, 엔번방 등 여성대상 범죄들 그리고 예전부터 있어왔던 여혐주의 남성들 때문에 그런말이 나온거 ", 42 , 50 
 미안하다.이거보여주려고오그로끌었다.나루토사스케 , 싸움수준ㄹㅇ실화냐? , 0 , 2 
 앞으로도 제발 거르고 싶은데 , 나는 예전 남친한테 정말 개개개개개실망했던게 여성들이 갖는 공포가 과장이고 오버라고 생각한다는 거였다. 대부분의 남자의 논리는 '나는 그런 사람 , 39 , 51 
 믿거조 , ㅈㄱㄴ , 0 , 2 
 학교가고싶네 , 동기들이랑 술도 먹어보고 지도 들고 다니면서 새내기티도 내보고 수업도 듣고 출튀도 해보고 , 1 , 1 
 싸강 출석미반영은 , 안 들어도 ㄱㅊ아요? , 0 , 1 
 나더러 n번방에서도 안팔린다고 댓삭튀한 놈아 ," 나는 n번방 너무 화난다. 피해자가 무슨 잘못이냐고 글을 썼어 어떤 사람이 ""쿵쾅! 언니는 n번방에서도 안팔려!"" 라는 댓글을 달고 바로 삭제하 ", 34 , 16 
 서강대에서 터진 큰 사건들 특징 , 가해자가 전부 과에서 완장 달고 있는 핵인싸임 종목도 성희롱 성추행 폭행 횡령 등 다양함 , 2 , 3 
 안녕하세요 고양이빌런입니다. , 제 새내기 낭만 어디갔나요. 제 낭만돌려주세요. 오늘 날씨 좋던데 돗자리깔고 치맥 시켜서 먹고싶어요. 아무튼 돌려주세요. 일단 오프라인개강하면  , 2 , 0 
 일화실 리포트 , 일화실 레포트 써야하는데... 대체 어떻게 쓰는 거에요??ㅜㅜ 구성이라던가 그런 거.. , 0 , 9 
 1학기 9학점 듣고 계절학기 안하면.. , 무조건 8학기안에 졸업못하나요?? , 0 , 2 
 멋사 , 멋쟁이사자처럼 발표났어요?? , 0 , 1 
 22살 여잔데 , 옷브랜드 추천해줄수 있어?? 원피스 사고싶은데 꼭 원피스 아니더라도 옷들 예쁘고 품질 괜찮았던곳 추천부탁해ㅎㅎ , 0 , 14 
 근데 서강대 데이트 폭력이 어떤거에요? , 새내기라 잘 모르는데 무슨 일 있었나요? 알려주세요 , 0 , 2 
 우리학교 근처 성범죄자 꼭 확인해 , 성범죄자 알림이 어플로 꼭 확인하고 기억하고 조심하자 숭문고등학교로 검색하면 쉽게 확인가능해 , 1 , 0 
" 솔직히 소라넷, 웹하드 터지고도 범죄자 몇 잡히고 끝나는 걸 볼 때나 "," 그리고 n번방이 계속 파생되는 걸 보고 난 후나, 각종 성범죄자 형량 나오는거 보고 억울하고 짜증날 때 많았는데ㅠㅠ ", 4 , 1 
 여러분 저 드디어 학교인증했어요ㅠㅠㅠ , 아이폰유저인데다 피지컬 학생증은 까먹고 신청 못 했어서 맨날 새내기게시판만 눈팅하고 있었는데 세인트 홈 화면 캡쳐본으로도 인증가능한줄은 몰랐지ㅠ , 0 , 3 
 나는 잠재적 성범죄자입니다. , 설대 에타 펌 , 3 , 3 
 성범죄알림e 꼭 깔고 확인해 ," 얘들아, 나 성범죄알림e 보다가 울었다. ㅋㅋ  어플로 쉽게 신상 확인할 수 있어. 죄명, 이름, 사진, 키, 몸무게..  거기서 내가 본 죄명 ", 27 , 0 
 우리 덕선이가 n번방 청원 해달라고 했으니 , 나도 해야겠다 ㅎㅎ , 0 , 4 
 제발 지성인답게 좀 행동하자 얘들아 , 숏컷한 여자는 극성페미라는 논리는 대체 어디서 나온 발상이야? 이게 핑크색 입고 다니는 남자는 게이라는 주장이랑 뭐가 달라? 익명 까고 현실에서 , 24 , 11 
 저어기 밑에 있는 게시판 안보고싶어 , 안보이게 하는 법 아는사람?? 에세머나 퀴어 같은거 안보였으면 좋겠는데 , 0 , 2 
 경영과학 , 이번에 과제 내는거 a4 2쪽이라고만 정해주시고 그 외에 글자 크기나 줄간격은 따로 정해주신게 없는거 맞지?? ㅠ , 0 , 1 
 안녕하세요 고양이빌런입니다. , 교수님 목소리가 너무 작아요... 볼륨최대로 해도 안들려요... , 7 , 2 
 서강대 무역학회 슥터 새내기가하기엔 빡셀까요?? , 막상 신청했는데 들어가서 저만 아리바리 하는 멍청일까봐여ㅠㅠㅠㅠㅠ , 0 , 1 
 서강대 주변 음쓰 1L , 파는 곳 있나요? , 0 , 8 
 근데 ㅇㅂ건 ㅍㅁ건 컨셉이지?? , 서강대 소수정예 어쩌고 하는데 안그래도 적은 인원수에 걸러야 할 애들 비율 씹창나네;;; 니들 오프에서 만나면 암말도 안할거잖아 , 0 , 3 
 국문학개설 개빡치네 , 지금까지 수업 한 번 제대로 안 하고 도움 1도 안되는 7장짜리 엉성한 ppt 하나 달랑 올려놓고 문학의 가치에 대한 논술문이랑 좋아하는 작품  , 0 , 9 
 범죄자라도 친하면 쉴드 다 쳐줌 , 우리과에서 이냐시오에 끌려갔던 애들 여자들이랑 잘 지내더라ㅋㅋ , 0 , 0 
 그냥 페미고 일베든 , 남혐이고 여혐이든 서로 뽀뽀했으면 좋겠다 , 4 , 4 
 현소텍 , 현소텍 듣는 사람들 한자 잘해? 텍스트 읽는게 고통이다 어쩌지 , 0 , 1 
 경2 정국모 교수님 , 수업 줌으로 하신다는거에요 아니면 질문을 줌으로 받으신다는 거에요? , 0 , 1 
 신입생 알세  싸강으로 , 하는거 맞음?? 교수님 마다 다른건가... , 0 , 0 
 페미특 , 누릴꺼 다 누리고 자랐으면서 고생하신 엄마 세대랑 동질화하면서 질질짬ㅋㅋㅋㅋㅋㅋ 엄마 말씀 들어보면 진짜 할아버지한테 외삼촌이랑 공부 기회나 용 , 1 , 37 
 어차피 못생긴 남자는 여자들이 싫어하는데 , 굳이 무슨 사건 났을 때 여자편 들어줄 필요 있나 떡고물 떨어질 거 기대하는 남페미처럼 지능 낮은 애들이나 편들어주겠지ㅋㅋ 한남이 어쩌네 해도  , 1 , 10 
 주변 헬스장 , 별로 없던데 인피니티짐 어때요?? s스피닝도 찾아봤는데 혹시 다니셨던 분 있으면 후기좀 남겨주세용  추천두 감사용~! (근력운동 기구보단 유산소 , 0 , 0 
 안녕하세요 고양이빌런입니다. , 오늘은 고무마냥 늘어나는 고양이 모음집입니다. , 1 , 2 
 평일에 학교서점 문열어? , 책사야되는데 오늘 열었나..? , 0 , 3 
 교수님이 보라고 한 영화 , 링크 안주시면 그냥 너네가 사서 보니? , 0 , 3 
 시발 계량경제 일요일에 사물함 거래한다던 새끼야 , 시발ㅋㅋㅋ단사람한테 팔았으면 말을 하든가 다른거 안사고 기다렸더만 ㄹㅇ 집안가정교육수준 뻔하네ㅋㅋㅋㄹㅇ 같은 학교 다니는거 창피하다 이새끼야^^ , 1 , 0 
 교재2 , 원서교재는 보통 어디서 구입하나요? 에타 중고장터에도 원하는 책이 없어서 새로 사려는데 꼭 서강재 근처 서점을 가야 하는건가요? , 0 , 4 
 박사방 닫혔다고 다른데로 가네 역시 똑같은 양상 ," 어후 소라넷, 웹하드 때 미리 잘 뿌리뽑던가  그때 처벌 제대로 했으면 n번방 사건이 일어났을까? ", 1 , 6 
 교재 , 공학의 경우 교재 구입할 때 원서만 사는게 좋을까요? 번역본만 사는게 좋을까요?둘다 사는게 좋을까요? , 0 , 6 
 컴사...수업 , 파이썬에서 script라는 게 뉴파일열어서 하라는 거야? 아니면 그대로 그 위에다가 하면 돼? , 0 , 2 
 페미들아 , 너넨 26만명이라는 숫자가 이 사건의 본질보다 더 중요하지?? 26만명으로 한국남자 혐오로 이어갈려고 , 1 , 24 
 원래 서브웨이 배달팁은 비싸? , 걸어서 20분거리에있는곳인데 배달팁이 3900원이야..  원래 그래? , 0 , 8 
 지금 영화관 , 에타 넘 시끄러워서 지금 이런거 물어봐도 되나 고민되긴 하는데 지금 영화관 가는거 좀 에바겠죠...? 라라랜드 재개봉 놓치고 싶지 않은데. .. , 0 , 7 
 허그 결과 나옴? , 허그 서류 결과 나ㅇ? , 0 , 1 
 배경화면 공유 , 한자로 써봤어 , 4 , 5 
 기ㅣㅁ주영교수님 마원 책 사야해? , ㅈㄱㄴ , 0 , 0 
 학교 주변 레이어드컷 잘하는 미용실 , 있나요? , 0 , 2 
 서강대 페미들 특징 , 막 유니브나 대숲에 댓글로 존나 래디컬하게  한남거리는 애들 실제로 오프라인에서 만나면 남자한테 존나 친절함. 마음은 여린 애들이니까 너무 나쁘 , 1 , 5 
 물전2 오늘 수업없음?? , ?? , 0 , 1 
 오승은교수님 현서형 , 과제 제출 어디다 하는거에요?? , 0 , 2 
 텔레그램 홍보방 10만 4천명... , n번방도 아니고 홍보방에만 구독자수가 10만명 넘다니 진짜 역겹고 환멸난다.... https://n.news.naver.com/article/0 , 9 , 2 
 곤플 서점 몇시부터 몇시까지나하나요?? , 제곧내 , 0 , 2 
 라이언 교수님 과제 , 꼭 얼굴 나와야하는건가요??? ㅠㅠ , 0 , 1 
 essentials of investment 구합니다 , essentials of investment 2019판 교재구합니다!!! 20000-25000원에 살 의향있어요! , 0 , 0 
 현역 서강경영 vs 삼수 연세경영 , 여러분의 생각은??? , 0 , 12 
 제가 하는 일에 맞는 수업이 뭐가 있을지 추천받을 수 있을까요? ," 안녕하세요 제가 이번에 어떤 단체에서 예상치못한 팀에 배치가 되었는데, 어떤 수업을 들어야 이 업무를 잘 수행할 수 있을지 궁금합니다! 하는 일 ", 0 , 0 
 클린한 에타 '직접' 만들기 , 에브리타임 앱 화면 밑으로 스크롤 홈화면 설정에서 원하는 게시판만 보도록 설정!  본인은 시간표만 본당 ㅎㅎ , 0 , 5 
 서강대도 디비디 보고 그러는 공간 있어요? , ㅇ , 0 , 4 
 성범죄에 연대하라며 잠재적 어쩌구하는데 , 나라에서 2년동안 받는 개같은 대우랑 맨날 내 아들 살려내라는 현수막 붙어있는 국방부에 공감은 커녕 관심도 안 주면서 왜 성범죄에 대해서는 그렇 , 48 , 53 
 니들은 잠재적 범죄자로 일반화하지말라면서 , 페미는 왜 일반화함? , 14 , 27 
 신촌 눈썹문신 , 혹시 잘 하는 곳 알면 알려줄 수 있을까...! , 0 , 2 
 얘들아 근데 셀카 조심해라 ," 남녀불문하고 그냥 왠만하면 셀카사진 인터넷에 올리지 마.. 무슨 인증 이랍시고 오르비같은 커뮤에 올리거나, 페북및인스타 그리고 카톡에 본인 셀카 ", 2 , 4 
 영어토론 동아리 ADS 재밌나요? , 많이 어려운가요? , 0 , 1 
 과외돌이가 현대소설을 어려워하는데 , 어떻게 도와줘야 할까? 내가 공부할 땐 현대소설이 제일 쉬웠어서 어떻게 도와줘야 할지 모르겠다 ㅜㅜ , 0 , 6 
 남자는 늑대라고 말한 사람들도 , 남자를 잠재적 가해자라고 말한거네 생각해 보니까... , 2 , 14 
 26만명 , 아직도 믿는 빡대가리들이 있네..... 기레기가 중복이란 말 쏙 빼놓고 쓴 기사에 끌려서 헠헠 대면서 빨아주는 꼬라지ㅋㅋㅋ 경찰이 조사 후에 만 , 1 , 42 
 애초에 사회가 잘못됐음 , 페미같은 거 나올 일도 없는 클-린한 사회였으면 이렇게 안 싸웠을텐데 시발... 내 에타 돌려줘 , 0 , 6 
 처벌받을까 그제야 동요하는 남자들을 보니까 , 불법컨텐츠 이용자에 대한 처벌은 반드시 필요하다는 생각이 든다. 불법 성인물 이용 즉시 인생 끝이라는 인식이 필요하다. 지금처럼 남자라면 다 본 , 54 , 15 
 곽정은 이거 우리학교출신아님? , 진짜 까도까도 계속나오네 얘는 , 4 , 6 
 얘들아 근데 텔그 수사는 힘들다더라 , 돈 많이 내고 산 애들 아니면 못잡는데 푸틴하고 트럼프조차 쌩까고 본사옮긴 애들임 청원해봤자 언론에서 말하는 몇만명 못잡아ㅜㅜ , 0 , 2 
 수업도 없이 과제를 연달아 내는 학교가 있다?! , 있다! , 1 , 1 
 페미들 진짜 정신병이냐 , 지인중에 페미 있는데 이번일에 발벗고 나서지 않으면  n번방 가해자라네ㅋㅋ 코로나 땜에 약속 다 취소하고 집에서 넷플보는데 n번방 가해자됨ㅋㅋㅋ , 4 , 7 
 에타상황 , 신입인데 원래 에타가 이런수준인가요? 그래도 서강대면 꽤 좋은 대학교라 생각하고 학생들도 모범적인 사람이 대다수라 생각했는데 지금 인기글 같은거 , 5 , 19 
 본인 친구없다 , 위로좀 , 0 , 4 
 화공 애들아 , 실험 중간고사 공부 많이했어?? , 0 , 7 
" 왜 단톡방 성희롱, N번방은 ", 모두 남성 가해자들이 소수의 여성 피해자를 두고 일어났는지 한 번만 생각해봐도 단체대화방과 결부된 여성혐오 범죄인 걸 알 수 있을 텐데. 페미니 , 11 , 41 
 용세문 , 교재는 따로 없는건가용 , 0 , 7 
 이임찬 교수님 동양철학개론 과제 어려워? 지금 시작 하응데 , 가능할까? , 0 , 0 
 아무리 찾아봐도 , 페미가 잘못인 게 아니라 래디컬 페미가 잘못인 거 아냐?? 주변 여자 동기들 중에 불편한 상황에서 당당하게 불편하다고 말하는 사람들이 있어서 난 , 6 , 14 
 메가박스 티켓 1장 5000원 살 사람? 이번달까지 , 메가박스 티켓 1장 5000원 살 사람? 이번달까지야 , 0 , 1 
 삼성 lg 맫북 빼고 노트북 추천좀여 ㅠㅠ , 100만원 내외로.. , 0 , 20 
 n번방 사건은 성별을 떠날 문제가 아니다. , 명백한 여성혐오 범죄이다. 무의미한 성별 갈등을 조장하지 말자며 쉬쉬하는 건 눈가리고 아웅일 뿐이다. 이 사건에서 여성을 지운다면 무엇이 남는가 , 30 , 19 
 온라인강의 , 학습기간 옆에 출석 미반영 일케 돼 있으면 반영 안된더???  학습기간 내에 100퍼센트 시청했는데 왜 그러지?? , 0 , 2 
 얘들아 , 페미나 n번방 관련 글이 많아서적는데 걍 이상한애들신경쓰지마 얘들아 ㅡㅋㅋㅋ 여혐남혐페미한남 등등 이런애들은 어차피 주위에 없어(너가 정상인이란 , 7 , 2 
 세상에게 필요한 것 , Spread LOVE! not hate?? , 0 , 0 
 더 많은 것을 포기하기 싫다ㅠ , 제발 다 같이 지키자 , 1 , 0 
 안녕하세요 고양이빌런입니다. , 마 그만싸우라 마 , 2 , 0 
" 나 n번방에있긴했는데, 이런건 안걸린다면서... ", 내가 그냥 궁금해서 한번들어갔다가 비트코인으로 20냈는데 ㆍ ㆍ미 ㆍ리 ㆍ보 ㆍ기 ㆍ방 ㆍ지 ㆍ  이거보고 설레서 들어온 n번방가해자들아 싹다  , 2 , 8 
" n번방 최초 취재자, 신고자 대학생 2명 ", 기사보고 처음 알았다ㅠㅠㅠ 이분들이 있었기에 공론화될 수 있었겠지.. https://n.news.naver.com/article/006/0000 , 4 , 0 
 고만 싸우자 얘들아 , 미리 얘기하는데 나 페미 아니야 그들이 말하는 코르셋 꽉 조이는거 오히려 좋아하는 편인데 N번방 이건 진짜 아닌거같아 일탈계하는 애들 ? 안좋게 , 3 , 22 
" ""n번방 인권은 사치"" 200만 청원 돌파 ", 오늘 8시 40분 이후에 200만 돌파했대!!!!  우리 남자 학우들도 꼭 청원해서 '일부' 한국남자들 꼭 걸러내자~~~^__^ , 4 , 10 
