title,content,vote,comment
 한세... , 한세 이번에도 교수님이 두배수로 문제 알려주실까요?ㅠㅠ , 0 , 2 
 휴학생도 상담할 수 있나욤 , 상담되게 좋다구 하길래 해보려구요 , 0 , 3 
 ma관 컴퓨터실 몇시까지 개방하나요? , 오늘 급하게 컴쓸일이있는데 노트북을 두고와서 ㅠㅠ 혹시 마관 컴퓨터실습실 몇시까지 개방하는지 아시나요? , 0 , 0 
 블투이어폰 한짝.. , 마관이나 파관 근처에서 QCY 블루투스 이어폰 보신 분 있나요.. 왼쪽인데 어디갔는지.. 사진처럼 생긴거에요.. , 0 , 0 
 제이관 멀미실 중복로그인 , 프린트하려하면 자꾸 중복로그인이라는데 어케해여함????? , 0 , 3 
 취지팀공고 kbs미디어수업 , 이거 혹시 설명회 들은사람이나 지원한사람잇어? , 0 , 4 
 엠마오 석식 후기 , 금일메뉴 유니짜장. 군대에서 먹던 캔짜장면 맛 200%재현.미필들은 예습차원에서 꼭 한 번 먹어보고 입대하도록. 이상 , 0 , 3 
 경영대남자분 너무 잘생겼다 , 말걸고싶다 , 0 , 5 
 배고프다 , 열람실인데 나가서 먹을 거 추천좀 , 0 , 3 
 정재현교수님 (한철) , 10.8일 녹음본 있는사람 쪽지주세요.. 사례하겠습니다 ㅜㅜ!! , 0 , 1 
 열람실 아이패드 시끄럽나 , 펜슬소리가 꽤 크네 , 0 , 1 
 조신희 교수님 생산 필기나 녹음 있는사람ㅜㅜ , 오늘(10.8)수업을 못가서ㅜㅜ사례할게!! , 0 , 1 
 타학과생 19학번 아텍복전 불가능? , 이제는 불가능..? ㅜㅜ 19학번만..? , 0 , 12 
 J관 불남?? , 화재경보 왜 울리지;; 무섭게 , 0 , 3 
 재무계산기 이용법 , 사진에 나와있는 과정 어떻게 입력하는 건지 알려주세요ㅠㅠ  CF0 CF1 등등을 어떻게 활성화해야하는 건지 모르겠네요 CF버튼 누르면 CF0만  , 0 , 4 
 섹션에 친해지고 싶은 사람이 있는데... , 쉽지가 않다 ㅠㅠ 같이 듣는 수업도 2개나 되는데 자리도 떨어져있고 항상 주변에 다른 친구들이 있어서 다가가기 힘들어 ㅠ , 0 , 14 
 연합동아리인데 강의실 대여 해보신분? , ㅈㄱㄴ~ , 0 , 6 
 맨큐의 경제학삽니다 , 2만원 생각하고있어요! , 0 , 0 
 뭐만하면 개혁 이러고 민주주의 개나 줘버리는거 보면 딱 , 그냥 못배워 처먹은 새끼들이 주 지지층인 정당다움 ㅋㅋ 말만 민주당이지 민주주의 근간인 삼권 분립은 개나 줘버리고 대통령속한 정당이 하다하다 법 , 17 , 13 
 K열 , 밥 먹으러 나갈 건데 중간에 외출하는 거 얼마나 가능한가요? 나갈 때 바코드 찍는 게 없어서 그냥 퇴실시간만 잘 지키면 되는 건가요? 학교 열람 , 0 , 4 
 지금 드랍 가능해? , ㅠㅠ , 0 , 3 
 연쇄가중법 빼고 다했는데 , 얘가 발목잡네.... , 0 , 1 
 조세수입이 gdp에 들어가뉘????ㅠㅠㅠㅠㅠ , ㅈㄱㄴ.. , 0 , 3 
 곽노선교수님 경2 과제 , 이번 과제 연쇄가중법 아는 사람?? , 0 , 4 
 에어팟2 오른쪽 잃어버린 사람 및 케이스 잃어버린 사람? , 각각 구한다. 내가 왼쪽 잃어버렸거든. 정품 하나 같이 사서 뿜빠이하자. 쪽지해. , 0 , 0 
 병아리 키워본 사람? , 먹이 뭐 줘야댐...... , 0 , 10 
 밖에 지금 비오냥??? , ???? , 0 , 3 
 내일 휴강 아니지 , ? , 0 , 3 
" 수,금 1교시 시험 "," 수,금 1교시 수업은 대체로 언제 시험보나요??? ", 0 , 2 
 학교 공식돕바? , 서점옆에서 판다던데 언제부터 파는지 아는사람 있오?? , 0 , 2 
 학교 주차장 한달 가격 , 학교 주차장 한달가격 얼마야? , 0 , 1 
 경영통계 ㅇㄱㅎ교수님 10/2 수업 필기+녹취 , ㅇ보내주실 분 사례해립니다 , 0 , 1 
 로욜라 뉴페이스 토끼 , 얘 이름 뭐로할까?? 너무 귀엽다.....??? , 4 , 10 
 저희 법지산 권세진 교수님 , 교재 210쪽부터 빠지는 거 없이 진도 나가고 잇는거 맞지요?? , 0 , 5 
 우원시 양현석 교수님 , 시험 어떤식으루 나와...?? 어떻게 공부해야될지 감이 안잡힘 ㅠㅠ , 0 , 0 
 문무콘 박인성교수님 , 내일 보는 퀴즈가 중간 대체인건감? 강의평 보니깐 퀴즈 한번보고 기말한번 본다고 돼 있는데 이게 또 교과목개설표에는 중간 40기말 40에 기말은 , 0 , 0 
 죄송해요 전 제 기분과 상관없이 웃는 병이 있어요 , 아... 드디어 이해되네 , 4 , 1 
 만레사존 가는법.. , 로욜라3관 5층 맞지? , 0 , 1 
 카펜터스 노래들 너무 좋다 , 2019년에 카펜터스 노래 듣는다  목소리 존좋  근데 돌아가셨단 얘기 듣고 맴찢 , 0 , 5 
 강기봉 교수님 법지산 2결석이면 타격 큰가요 , 출석 점수가 총 20점이고 1회 결석 시에 1.5점 감점이라는데 5회결석이면 7.5점 감점되고 동시에 자동 0점처리가 되니까 실질적으로 14점은 , 0 , 6 
 헌혈가능하신 a형 o형 있을까요?! , 이번주 평일안에 가능하신분 쪽지주세요...! , 0 , 3 
 케이관복사대 , 케이관 복사대에서 양면인쇄되나요? , 0 , 1 
 경영통계 문젠데.. 어케 해야 되나요 ㅜㅜ , ㅜㅜ 다 까먹었..살려주세요 , 0 , 1 
 곤자가 흡연구역.. , 곤자가 사는데 입구 들어갈 때마다 담배냄새맡고 심지어는 하루종일 담배냄새 방까지 올라와..  우리 학교는 교내에 흡연부스를 설치하는 건 불가능한 , 2 , 8 
 실험레포트에서 표절검사할때 질문 , 보통 theory같은거 쓸때는 교과서 내용 그대로 많이쓰잖아 출처도 교과서로 해놓고 그러면 표절검사할때 교과서내용이 다겹칠텐데 그건 조교가 알아 , 0 , 2 
 이거 답 뭐에요 , . , 0 , 5 
 우리 성적 매길때 있잖아.. ," 상대평가 수업에서 성적 낼때 중국 유학생들도 같이 합쳐서 a,b,c 나눠 아니면 따로 나눠?? ", 0 , 9 
 영토세 발표 , 다 외워서 발표해야 돼??? , 0 , 1 
 곽경투 , 연쇄가중법이 뭔가요..? , 0 , 0 
 대깨문 평균 , 딱 평균 ㅇㅇ , 0 , 2 
 풍연놈들 , 서담에서도 그러는데 자꾸 왜 알바탑 앞에서 시끄럽게 굼ㅋㅋ 니들 빼고는 별관심 없다고 애초에~~ , 0 , 2 
 경카 , 일요일에 여는지 아시는분..? , 0 , 2 
 룔라 주말 , 주말에 룔라 열어요? 만레사존도? , 0 , 1 
 곤자가 지에스 편의점 택배 가능?? , 가능해여? , 0 , 1 
" 10월 1,3일 월 수 김영수교수님 정개 ", 저번주 월수 김영수 교수님 정치학개론 녹음본 가지고 있는 사람 계신가요?ㅠㅠ 사례해드릴게요...ㅠㅠㅠㅠㅠ , 0 , 0 
 10/4 (금) ㄱㅇㅅ 교수님 사회학개론 , 중요한 전달 사항 있었나요? 알려주시면 감사합니다 , 0 , 0 
 와 ㅋㅋ 광화문 폭력시위 클라스 오지네 , 맘에 안들면 줘패고 성폭행까지 함 ㅋㅋㅋㅋㅋ  -------------------------------------- 펌글.  저는 촛불집회에 참 , 2 , 7 
 10/2(수) 김영수 교수님 정치학개론 녹음본 있으신 분! , 개인사정으로 인해 10/2(수) 수업에 참여하지 못했는데 혹시 수업분 녹음파일 있으신 분 계신가요?  소정의 사례 하겠습니다 쪽지주세요ㅠㅠㅠㅠㅠ , 0 , 1 
 열람실 에어컨좀 끄지마라 , 니가 자리를 옮겨라 , 2 , 5 
 이거 진짜야?? , 요즘 자소서만 계속 쓰고 있는데 내가 자소서를 잘못 알고 있는건가... 이렇게 쓰는 사람이 진짜로 있어?? , 3 , 32 
 서원석 교수님 , 과제 2회 미제출인데 좆됬나요? , 0 , 4 
 운영체제 프로젝트 , 와우... 나 이렇게 어려운건줄 모르고 막 살았는데 과거의 나야 왜그랬니? , 0 , 2 
 샐러디 , 샐러디 주말에도 하나요 , 0 , 3 
 버나드 교수님 작문과제 , 단어수 제한 어디까지에요? 그 범위같은거 정해주고 가셨음? , 0 , 1 
 돕바 , 사고싶었는데 디자인이 맘에 안든다... , 2 , 3 
 경투 질문좀.. , 기준년도 없이 실질gdp는 어떻게 구해야되는겨...야...? , 0 , 0 
 [편의점 기프티콘 증정] 심리학 설문 참여하고 기프티콘 받아가세요~ , 서강대학교 심리학과 대학원 재학중인 최중휘입니다.  학부생들을 대상으로 대학생들의 완벽주의 및 우울에 대한 연구를 진행하고 있으며 설문을 받고  , 0 , 2 
 슴드름 없었는데 , 요즘에 오톨도톨하게 자꾸 올라오네 개빡친다ㅜ 이거 어떻게 없애냐 , 0 , 7 
 가을탄다 , 연애하고싶다 , 1 , 2 
 연애하기전이랑 후랑 , 어떤게 달라짐?? , 0 , 12 
 축제 때 하드록밴드 왔으면 좋겠다 , 해리빅버튼이라던지... , 4 , 2 
 이상적인 시나리오 , 엄청 큰 죄를 지은 사람이 서둘러 차를 몰고 현장에서 나오다 반대편에서 걸어오는 사람을 쳐 죽여서 늦어지는 바람에 검거됐는데 그 치인 사람이 나 , 1 , 3 
 다른건 모르겠고 풍물패가 건실한놈들 모여있는건 알겠다 , 행사 끝나고 남은 자리 진짜 깨끗함 분리수거 쓰레기도 모아놨더라 , 18 , 2 
 우리학교 풍물패는 , 동아리가 아니라 단대안에 있는거지? 나 가입하고 싶은데 어디에 뭐가 있는지 잘 모르겠다..ㅠㅠ , 0 , 7 
 이거 괜찮을까요..? , 피파라는 축구게임을 그닥 친하지 않은 과선배랑 했어요.. 4:0으로 이겼는데 너무 무례한가 싶기도 하고..ㅠㅠ 이럴 땐 어떻게 해야되죠? 조언같 , 4 , 11 
 스튜어트 미적분학 8판 메트릭버전 , 솔루션 있으신분 저랑 거래하실래요?? 설빙 2만원 상품권 보내드림..... , 0 , 5 
 [경희대 약대 자소서 첨삭 팀] [10월 반 OT임박????] , [경희대 약대 자소서 첨삭 팀] [10월 반 OT임박????]  경희대 약대 최초로 17학번 재학생으로 구성된 첨삭팀을 만들었습니다.  경희대 약대 , 0 , 0 
 성성 살라시오 드라이기없나요? , 성성 살라시오 드라이기없나요? , 0 , 0 
 커뮤 방송국 , 커뮤과 사람들만 들어가는 방송국 혹시 있어?? 있다면.. 복전생이도 들어갈수 있엉???? , 0 , 5 
 한국문화와역사 집중하고 듣는법 좀.. , 내가 외국인이지만 왠만한 한국어는 다 알아듣고 강의도 어렵게 느낀적은 없는데 이 강의 만큼은 알아듣기 힘들고 계속 졸아... 내 한국어 실력 문 , 0 , 2 
 계절 수요조사 it개론 , it개론 좀 해줘 ㅠㅠ 이제 안열린데 재수강해야되는 사람 무조건 ㄱ 세인트에 수업/성적 에서 계절 수요조사 들어가서 하면됨 , 0 , 0 
 사물함 아직 책안뺀거 버려도되나요? , 전 사람이 자물쇠는 안걸어뒀는데 안에 책이 10권은 있음..버려도되는거야? , 0 , 3 
 전성훈 교수님 경2 과제 , 전성훈 교수님 경2 과제 어떻게 하는지 정확히 아는 사람 있으면 좀 알려주라ㅠㅠ.최신자료 이용해서 상응하는 그래프 그리라는게 무슨 뜻이야?? , 0 , 0 
 남자가 더블투어 시계줄 차면 이상하려나 , 가죽시계줄 보는데 존나 고민되네 , 0 , 11 
 학교주변 미용실좀 알려줘!! , 머리만 감으려고!! , 0 , 4 
 다산관 랩실 , 다산관 1층 랩실 수업 없어도 그냥 열어놓나...?? , 0 , 0 
 미팅 애프터 , 미팅하고 보통 애프터 얼마 정도 뒤에 들어와요 ..? , 0 , 7 
 곽노선 교수님 경투 , 과제 6번 어케하는지 아는분ㅜ , 0 , 5 
 민주당지지자인데 문재인대통령 , 도대체 왜 조국 자꾸 붙잡고 늘어지는지 모르겠네 조국만 떨쳐내면 다 괜찮아질텐데 , 0 , 10 
 팀플이나 조별 활동할때 , 팀플이나 조별 활동할 때 갖춘 실력이라고는 1도 없으면서 아는 척하고 자존심 세우고 아닌 걸 아닌 것 같다고 좋게 얘기해도 알아먹지를 않고 지  , 6 , 8 
 교직이수전에 교육봉사 , 해도아무도움안되나요..? , 0 , 0 
 우리학교 뉴스탔다 , 자랑스러워 , 2 , 5 
 혹시 교내에서 검은 필통 찾으신 분 계신가요 , ㅠㅠ 어제 필통 사용했던 기억이 있는데 오늘 가방 확인하니까 필통이 사라져서 에타에 글 써 봅니다… 아무 장식도 없는 검은 가죽 필통이고 안에  , 0 , 0 
 안녕하세요! 서강학보입니다! 여러분만의 시험공부가 잘 되는 장소를 알려주세요! ," 안녕하세요, 서강대학교 학내 언론사 서강학보입니다. 서강학보에서는 매 호 10면 '서강인에게 물었습니다'라는 코너에서 학우들의 다양하고 솔직한  ", 0 , 0 
 왜 대한민국 좌파들은 내로남불이 패시브일까? ," 박근혜 탄핵 집회, 조국 지지 집회는 국민들의 염원이 담긴 민주 시위라하면서 광화문 집회는 정치적 선동이라 하네 ㅋㅋㅋ 역겹다 내로남불 ", 2 , 4 
 j관 스터디룸 , j관 1층에 있는 투명한 그 스터디룸은 어떻게 예약하는 건가요??? , 0 , 2 
 공휴일인데 왜 J열이 꽉찼어? , 내일 뭐 있음? , 0 , 3 
 우리 학교 학생이 연대 가서 책 빌릴 수 있나? , ㅈㄱㄴ , 0 , 3 
 속보) 문재인 광화문집회 나갈예정 , ‘조국’ 할지 아닐지... , 2 , 2 
 서원석 교수님 , 시험지에 서술형으로 답 적을 때 영어로 적어야해여?? , 0 , 1 
 경카 , 오늘 경카 안하져 ???? , 0 , 9 
 과목이 바뀐거야 없어진거야 , 복학 준비할라고하는데 17년도에 '경제와 사회' 라고 4번트랙 교양과목이 있었는데 그 과목이 없어진거야?? 개설과목에 안보여서ㅜㅜ 재수강해야되는 , 0 , 2 
 얘가 쿠키니? , 어제 로욜라에 있던뎅 , 4 , 6 
 경제통계 , 교재 관련해서 질문있는데요... 경제통계 교재 옛날버전으로 구입해서 사용해도 괜찮을까요??? 최신버전 말구요!!??  책값이 너무 비싸서..ㅜㅜ , 0 , 0 
 오늘 수업 있는거야? , 제곧내 , 0 , 0 
 글로벌ceo특강 필기하신 분 계신가요? , ppt가 사캠에 올라오는줄 알고 필기를 안했는데 낭패네요ㅜㅜ 지금까지 강의중 적으신거 공유해주실 분 구합니다 사례하겠습니다ㅜㅜ 쪽지주세요 , 0 , 0 
 남문 진성 점심에 영업 안해? , 요즘 점심에 계속 닫혀있길래ㅠ 순두부쫄면 먹고싶다 내일도 영업 안하려나? , 0 , 1 
 10/2 전상진교수님 현사세 녹음본 구합니다. , 사정이 있어 수업에 출석하지 못하여 10월 2일자 전상진 교수님 현대사회와 세대문제 녹음본 구합니다. 기프티콘으로 사례하겠습니다. 녹음본 있으신 , 0 , 1 
 6시에 일레클있을까요? , 보통 학교내에 6교시끝나면 일레클있나요?? , 0 , 1 
 국문과 형님들 , 세경 본 풀이에서 남자로 태어나면 한 번씩 번을 서고~ 이러는데 이게 뭔뜻인가요 , 0 , 1 
 마톡 전번 , 마톡 전번 아는사람 있오???  네이버에 나온 010 말구 ㅠㅠㅠ , 0 , 3 
 6시쯤에 K관 복사대 문 여나요 , 제발요 급함 , 0 , 0 
 근래 , 여러분 근래가 가까운 미래를 포함하나여? , 0 , 7 
 서점에서 우산 팔아?? , 파니?? 얼만지 아는 사람?? , 0 , 2 
 로토 출몰 속보 , 도서관 1관 정문에 나타났음 빨리 보러 ㄱㄱㄱ , 0 , 8 
 누가 그래도 나음? , 박ㄹ혜 vs 아베신조 난 음... 그냥 선택 안할래 , 0 , 5 
 혹시 gn관이나 k관에 스테이플러 쓸수 있는곳 있나요? , ㅈㄱㄴ , 0 , 1 
 커뮤인들아ㅜㅜ , 나커뮤 복전생인데 세인트보니까 복수전공 신문방송학과라 나와잇더라고 그러면 졸업장도 신방이라찍히나? , 0 , 6 
 절평 , 지금도 절평으로 바뀔 수 있어?? 드랍 많이해서 사람 엄청 적어졋는데 지금은 그래도 안바뀌려나 글고 절평 몇명부터 되는건지 기준 아는사람 구함 , 0 , 4 
 김포골드라인 , 차라리 9호선 연장 식으로 됐다면 더 좋았을걸하는 아쉬움이.. 2량은 너무 했음ㅎㅎ , 0 , 4 
 아 아줌마 제발 닥치세요 , 지금 새벽 두 시에요 시ㅡ팔ㅠㅠㅠㅠ무슨 하루도 안 거르고 24시간 딸이랑 싸우십니까...창문이라도 쳐닫고 싸우시던가 , 1 , 1 
 고유정 살인에 대해서 궁금한점 있는데 , 절대절대 고유정 두둔한다거나 그 인간이 잘못이 없다고 생각하는 거 아니고!!!!  진짜로 궁금한 점인데 대부분 저렇게 살인자의 이름이 붙어서 전 , 5 , 17 
 죽음에 대해 두려워 하는 이유 ," 음 방금 설거지 하다가 갑자기 생각난건데... 보통 죽음에 대해 사람들이 무서워 하는 까닭은 죽음 이후의 삶에 대해 모르는, 즉 무지로부터 온다 ", 1 , 9 
 일화실2에서 반응상대속도 , 어떻게 구해여...???? 몰수의 변화량을 측정 못하는데...ㅜㅜㅜㅜㅜㅜㅜ , 0 , 0 
 뭐여 안태현 교수님 경원 퀴즈 결과 나왔네 , 평균도 안써있네.. 잘본건지 못본건지 , 0 , 4 
 재무 원재환교수님 , 시험 다들 잘봤니~~? , 0 , 0 
 이산구조 홀수반 퀴즈 범위 어디까지야?? , 천사를 찾습니다 , 0 , 6 
 철학과 과잠 , 철학과 과잠 공구하면 참여할 사람 있오?? ㅠㅠㅠㅠㅠㅠㅠ , 0 , 3 
 어메이징 룸메 , 그전까지 같이 놀러다녔는데 저번에 깨워달라는거 안깨워줬다고 말씹고 사흘째 말도안함. 걍 손절이 답이겠지? , 1 , 6 
 학교에 키 몸무게 재는곳있어? , ㅇㅇㅇ , 0 , 1 
 에밀레 10월 상시모집 ," 19학번 남보컬, 기타 상시모집 ", 1 , 4 
 한글날 휴강임? , ㅈㄱㄴ , 0 , 1 
 방금 다산관 앞에서 나온 노래 제목 좀 알려주세요ㅜㅜ , 우냐냐 우냐냐 하는 노래ㅜㅜㅠㅜㅜㅜㅠ , 0 , 8 
 읽기와 쓰기 , 공대생인데 1학년때꺼 재수강해야하는디 과목명 달라졋나 없네;;; , 0 , 3 
 목요일 , 개천절에 학교 안 가죠? 오늘 교수님들께서 아무 말씀도 없으셔서요. , 0 , 1 
 근데 이거 , 교재 솔루션 설명해주고 돈 받는거임? 쉅끝나고 다시 들어가봐야지 했는데 갑자기 글이 내려갔네ㅜㅜ..... 시급 3마넌 받고시픈데.. 다시올려주. , 0 , 2 
 교환학생 , 원래 가을 학기 교환학생을 지금쯤 가나요?? 개강한지 한달 넘은거같은데.. , 0 , 2 
 돕바 , 롱패딩재질로는 안나와?ㅠㅠ , 0 , 3 
 돕바 질문있어요 , 개인이 총대매고 돕바 공구하는거 외에 학교 자체적으로 나오는 돕바는 없나요?? , 0 , 3 
 학교에 키랑 몸무게 잴 수 있는곳 있나요? , ㅈㄱㄴ , 0 , 2 
 남자 휴게실 어디있나요? , 남자휴게실 위치좀여 , 0 , 2 
 대학수학 ㄱㅅㅇ 퀴즈 , 다들 잘봤어? , 0 , 0 
 수강취소 , 교수님 사무실 찾아가도 되겠지?? , 0 , 0 
 계절학기 철학적인간학 , 잘 개강 안되는건가요..ㅠㅠㅠㅠ? 겨울에 들어야하는데... , 0 , 1 
 대수 과외 구합니다 , 대학수학 .. 문과생들 가르쳐 주실 분 구해요 이과 출신이시면 좋겠고 문돌이들 나형은 하지만 대수는 노베니까 차근차근 증명도(?) 설명해주실 수 , 1 , 9 
 이정훈교수님 국어학개론 책 나한테 팔아줄사람ㅠㅠ , 있나용... , 0 , 2 
 러브초콜릿 산 사람... , 그 축제때 팔았던 러브초콜릿 살껄...... 너어무 후회된다아 , 2 , 14 
 과제제출할때 , 사캠에 제출해야하는데 댓글란밖에없어서요ㅠㅠ수식같은거라 입력도안되는데 어떡해야대죠.... , 0 , 1 
 유니브랑 장터에 영미 C섹 돕바 사세요 ... , 처분이 목적인데 ... 흑흑 ... , 1 , 0 
 재무관리 계산기 문제 좀 알려줘요ㅠㅠㅠ ," 계산기 입력 순서,버튼 좀 알려주셈 ", 0 , 7 
 곤플 책 제본 , 하는데에 시간 얼마나 걸리나요? 그 날 맡겨서 그 날 되나요..? 가격은 어떻게 되나여?? , 0 , 1 
 saint 사진 변경 ㅠㅠ , 세인트 사진 변경 어떻게 하냐요 흑흑 빨리 바꾸고 싶어요 못난 사진 , 0 , 2 
 홍광헌 교수님 투자론 퀴즈 교재 문제도 풀어야 돼? , 하나도 모르겠는데;;; , 0 , 4 
 경영대 수강취소 , 수강취소 언제 되는건가요.....ㅠㅠ 종이 낸지 3주 넘어가는데...ㅠㅠ , 0 , 6 
 스카이에듀 ㅋㅋㅋ , 2019학년도 환급을 2020년 2월 28일에 주시는건가요 감사합니다!!! 개강선물이라고 생각할게요~~~ , 1 , 2 
 TA 세션룸이 gn 관에 어디에 있나요? , ?? 4층 경제카페에 잇다고 들엇는데 어디에잇져? , 0 , 2 
 교환학생 설명회 , 언제 하는지 아는 사람 있어? 내년 2학기 교환학생 관심있어서! , 0 , 6 
 애플펜 잃어버림 엌ㅋㅋㅋ , 자석커버 붙여놔서 안전할 줄 알았는데 어디선가 떨어진듯...페브릭 케이스를 하나 사던가 해야하나ㅅㅂ 학교 내에서 덩그러니 떨어진 애플펜 보시면  , 0 , 7 
 스카이에듀환급 , 결국 못받았다고 한다.... 고소가능하나 개빡치네.. , 1 , 4 
 다산관 실습실 몇 시까지 하나요??ㅠㅠㅠㅠㅠㅠㅠ , 다산관 실습실 몇 시까지 하나요??ㅠㅠㅠㅠㅠㅠㅠ , 0 , 2 
 수강취소할려면 , 내일 5시까지 행정실로 취소서 제출하면 되죠? , 0 , 1 
 곤자가 벌점.. , 곤자가 벌점 바로바로 집계 되는거 아니고 시간 좀 지나야 집계돼?? 확인해봤는데 아직 없길래.. , 0 , 1 
 학점삭제 , 익들아 울학굔 학점삭제업오?? , 0 , 2 
 혹시 수강취소서내는드랍언제까지야?? , 한달..인가?? 드랍 마려운데  10월1일까지인거야 그럼? , 0 , 3 
 딜도랑 , 거기랑 느낌 똑같음?? 걍 궁금해서 , 0 , 2 
 진짜 불안해미치겟가 , 이놈의 롤마티찍어보겟다고 인생 다망햇는데 결국마티도못찍고.. 저번학기 2개f맞앗는데 근데 1학기과목이 2학기에 열려? 보통안열린다보면되지? 내년 , 0 , 5 
 재무관리 , 홍광헌 교수님 재무 퀴즈어려워...? , 0 , 2 
 국제경영론 정선욱교수님 , 국제 경영론 교과서 2판이랑 교수님 진도 나가시는거랑 다르지 않아...? , 0 , 0 
 내가 사모하던 분 서대전 올라오셨다 , 역시 보는 눈은 다 똑같네 , 0 , 8 
 개천절 , 휴강 맞지?? , 0 , 1 
 시험공부 시작한사람? , . , 0 , 5 
 우리 학교 복사대 책 분철 되나요? , 제목 그대로 책 분철 가능한 복사대나 근처 인쇄소 아는 곳 있으신 분~~ 고시충이라 책이 너무 무거워요 ㅠㅠ 아 기왕이면 스프링 제본이었음 좋겠 , 0 , 8 
 학교 돕바 사고싶다 , 공구 언제시작하누 , 0 , 4 
 어제 조국집회 200만명이라는데 , 진지하게 이게 말이되는거임? 시간당 카운팅으로 다 누적하는게 아닌이상 200만명이라는 숫자가... 서울시민 천만명중에 1/5가 그 좁은자리에서  , 3 , 5 
 우정풍의 계절이 돌아왔다 , 날은 더운데 우정풍은 매섭더라 , 0 , 4 
 경제학원론2 전성훈 교수님 과제 , 전성훈 교수님 경제학원론2 표와 그래프 그리는 과제 해볼려고 하는데 사캠에 올라온 표랑 그래프 목록 전체 다 하는거야 아니면 그 중에서 하나 골 , 0 , 2 
 수학과 선생님들 도와주세요ㅠㅠ ," E[min(x,y)] 를 계산 하는 방법이 있나요??? E는 기댓값입니다.ㅠㅠ 도저히 모르겠네요 ", 0 , 7 
 어제 맥박 세번째 곡 좀 알려주세요!! , 너무 좋아서 가사검색도ㅠ해봤는데 왜 안나올까요.. , 2 , 2 
 경투 송의영 교수님 과제 ," 경투듣는 다미들아ㅜ 송의영교수님 과제 이거 온라인 제출맞지?? 계산하는문제이고, 원래는 수기로 냈다는거같아서 애매하넴 ", 0 , 0 
 일화 서원석교수님 수요일에 ch15 끝났어?? , 수요일날 수업못갔는데 방금 ch16 피피티 올라왔길래.. 담주 수요일까지 숙제인거야? , 0 , 2 
 던질까말까 던질까 말까 , 던질까 말까 던질까 말까  던질까 말까 던질까 말까 던!던!던!던! 던져!!! 던져~! , 0 , 4 
 9월 25일 수요일 스토리텔링글쓰기 수업에 , 뭐했는지 알려주실분..? 아파서 빠졌는데 중요한 얘기 하셨어..? 정확히 그 1차과제에 뭘해야하는건지도 모르겠어ㅜㅠ , 0 , 0 
 최우영 물전1 17 18 족보 구합니다 , 쪽지주세요! , 0 , 4 
 9/26 김영건 교수님 논비사 녹음본 구합니다 , 사례하겠습니다 , 0 , 1 
 킨젝스랑 광야 , 처음부터 앞에서 펜스잡고 계속봤는데 밴드 중엔 진짜 둘이 투탑이란게 느껴지더라... 둘다 세션들도 대박이었지만 특히 킨젝스 보컬분 예쁘신데 노래 , 1 , 14 
 오늘 어네스 머박 , 오늘 비트박스 한거 어비스 맞나? 동알못이라 미안 ㅜㅜ 무튼 비트박스 다음에 한거 너무 머박이라 벙쪄서 들었네 대학래펀가 나가줘ㅠ팡야 보컬이랑  , 3 , 3 
 오늘 진짜 축제 역대급이었다 , 펀치 10cm 빈지노 셋 다 기대보다도 더 분위기 좋았고 노래도 라이브인지 음원인지 구분 안 갈 정도로 너무 잘하시더라 , 27 , 3 
 어비스 공연 , 오늘 어비스 공연 나만 신났어? , 7 , 6 
 학교 보건실 , 학교 보건실에어 인바디 잴 수 있나요ㅜ , 0 , 6 
 주소 변경 , 제가 주소 변경을 해야 하는데 혹시 인터넷으로 할줄 아시는분? , 0 , 6 
 정말 시끄럽네 , 굳이 4교시 수업 시간에 공연 준비를 했어야 하냐  교수님이 진지한 이야기 하시는데 공연 소리때문에 안들리고 분위기 묘해지고 짜증나네 진짜로 , 1 , 2 
 오오 음악대장 풀영상 올라왓다 , https://youtu.be/gPFC_JcVBAM 다시들어도 개좋네 , 3 , 1 
 빠른충 박멸하는법 ," 9월 학기제 도입하면 됨 대부분 나라에선 9월-익년 8월까지 동기인데 빠른이 1-8월인 곳에선 9월-12월이 ""느린충""이다 ", 0 , 5 
 우정관 라면 환불받으려던사람아 , 아줌마 머리 모자로 꽁꽁 싸매고 있는데 어캐들어가냐 니머리겠지 ㅋㅋ 2000원을 굳이 환불받냐 대단해 ㅎㅎ , 2 , 5 
 성봉준 교수님 ㅜㅠㅠㅠ , 성봉준 교수님 수업듣는데 이 교수님 학점 어떻게 주시나요...? 화알못이 화2배우고 있어서 아무것도 못ㅁ알아듣고 있는데 드랍이 좋을까요 그냥 버 , 0 , 4 
 조교 해보신 분들 ㅠㅠ , 학생이 결석이나 지각했을때 세인트에 적어도 언제까진 기록해야 한다 이런 규칙 있어요?? ㅠㅠ  세인트에 안 올라가면 조교님이 출첵을 안 하셨거나 , 0 , 2 
 수면제 추천해주세요 , 불면증까지는 아닌데 한 두시간마다 꼭 깨요.. , 0 , 7 
 학교 주변에 국밥집 있어? , 돼지국밥 먹고싶다 , 0 , 10 
 j관엔 전자렌지 없나 , 헝 , 0 , 1 
 내일 가수들 , 내일 가수들 몇시쯤 올까요? , 0 , 5 
 윤하 개 좋아 , 뽕찬다 시바ㅜㅜㅜㅜㅜㅜㅜㅜㅜ , 2 , 1 
 수학학습센터 운영 시간 알아? , 몇시부터 몇시까지 하는지 알아? 예약같은 거 없지? 처음 가보려 하는데ㅠㅠ , 0 , 8 
